,,,,,,,,,,toss
5.866389,2.990330,3.599209,5.483239,6.050094,5.363122,4.641550,4.579432,5.492010,4.228210,3.000000
5.032981,3.137061,3.563091,4.515722,3.901095,6.255243,3.605427,4.554747,4.118334,5.388429,3.000000
4.406567,3.092002,3.706237,5.142872,3.825980,2.621573,6.069221,3.344733,3.735027,5.704698,3.000000
5.702107,2.683209,3.463548,5.443925,2.680555,3.814418,4.162061,4.255754,7.138841,4.386513,3.000000
4.840688,2.873945,3.702662,4.124025,4.998509,5.451978,5.550347,5.551329,3.958374,3.760743,3.000000
5.611628,2.873317,3.477966,3.448047,4.923079,4.163885,5.430859,4.404190,2.559345,6.356631,3.000000
3.030121,2.714124,3.626531,4.265834,4.460830,2.140804,4.634444,2.479045,6.341764,3.211516,3.000000
5.073970,3.041073,3.534121,6.492839,5.225308,4.736577,4.543682,3.800149,4.165295,4.839867,3.000000
4.645685,2.970730,3.573180,4.402069,5.588555,4.339307,7.292795,3.859041,6.077644,7.327561,3.000000
7.326022,3.060265,3.453057,7.431097,4.367464,5.880541,5.720909,4.831242,5.806224,4.268419,3.000000
6.598735,2.911569,3.642830,3.368366,3.142418,3.731600,4.960614,4.056213,5.025868,3.558671,3.000000
4.523361,2.989245,3.514038,4.215701,5.132898,3.924610,4.919487,5.973151,5.339661,2.661301,3.000000
2.520763,3.242455,3.368354,4.250837,5.257470,4.781923,4.669950,4.848872,4.906873,4.911045,3.000000
4.458257,2.619614,3.448581,6.341567,4.738371,5.218117,5.750857,4.767104,1.985037,4.054217,3.000000
5.858600,2.855549,3.557814,2.240253,3.462864,6.274064,5.847935,5.241867,5.517046,4.773530,3.000000
3.445751,2.950463,3.609442,5.272678,3.390153,3.646604,4.799138,5.716695,2.964891,4.003524,3.000000
6.163373,2.857547,3.549963,6.038564,5.076007,5.551243,3.741610,4.495316,6.588254,6.585350,3.000000
6.648252,2.804467,3.694327,4.194238,4.518539,2.199509,4.674839,6.431665,2.139853,3.763783,3.000000
4.722257,3.097996,3.416140,5.055054,3.407387,5.650659,4.095468,4.459551,4.582635,5.875446,3.000000
6.291658,2.781246,3.534737,4.371407,5.182610,4.652187,2.688024,5.935155,4.930212,4.919057,3.000000
5.882745,2.866469,3.366255,4.804970,3.046995,6.701787,5.846629,4.235490,5.631826,6.273175,3.000000
4.448325,3.106416,3.518431,3.540595,4.367212,5.503311,5.123502,5.805978,5.598786,5.510974,3.000000
4.647346,2.975518,3.615750,4.532808,6.499275,2.749145,4.593049,4.583224,4.900806,3.399299,3.000000
4.862515,3.033582,3.336923,5.220434,5.808125,4.750990,4.644158,4.641467,5.980256,6.797767,3.000000
3.870714,3.010313,3.631288,4.642108,3.707158,5.790783,4.022465,5.854723,4.222993,5.236927,3.000000
5.539221,3.113670,3.373168,3.127088,4.485390,6.484656,4.590978,4.373072,4.603293,3.888084,3.000000
4.227739,3.067108,3.752684,3.600125,3.597654,5.469817,4.008514,4.107361,3.075093,5.341335,3.000000
4.012556,3.024539,3.553634,6.501634,6.163267,4.886859,6.013038,4.070038,4.771495,3.839880,3.000000
3.342933,3.138553,3.461484,3.673368,3.058414,4.963214,3.844244,5.406252,4.097059,4.995912,3.000000
3.468395,2.905401,3.427354,4.605715,5.583293,5.225698,3.746530,4.933432,3.319060,4.264997,3.000000
5.459971,3.142010,3.554860,4.243857,4.563552,6.007909,5.140191,3.447287,4.894234,5.129164,3.000000
5.939057,3.029050,3.259460,4.608394,3.947263,4.230671,7.271561,6.428614,4.680155,3.517122,3.000000
4.518517,2.841595,3.625274,5.527726,5.440749,5.734867,5.069628,4.266481,5.965107,5.154102,3.000000
5.169277,2.936489,3.544753,4.147788,4.290960,4.025819,3.077119,3.559782,4.304363,4.400249,3.000000
4.508969,3.035886,3.554942,5.835234,4.581357,6.217623,4.767963,3.829689,4.990925,5.198823,3.000000
4.693669,3.281430,3.450863,5.998431,5.720079,1.725470,4.592579,5.578562,4.347554,2.877334,3.000000
4.519218,2.981975,3.695349,4.841808,5.838675,4.956715,5.180458,3.986441,5.634889,4.547195,3.000000
4.999652,2.895010,3.544652,3.958468,5.777328,5.048429,2.994923,4.643243,4.821621,6.331623,3.000000
3.441669,3.118206,3.578602,3.636011,5.177301,3.598505,3.954177,4.972160,5.226275,3.443623,3.000000
4.457018,2.981113,3.466982,5.495246,4.717281,4.785338,4.327989,4.054110,5.019088,3.045494,3.000000
4.687983,3.003402,3.554816,4.433853,3.063207,4.192628,2.762197,5.103652,2.620232,5.081668,3.000000
4.900559,3.019001,3.729060,2.773134,3.407583,5.392221,4.253662,5.668291,3.448001,3.936267,3.000000
5.428056,3.062685,3.623897,2.966109,4.611954,5.188526,5.508451,6.475664,5.272419,4.178672,3.000000
6.540159,3.107512,3.590402,4.116483,5.074834,5.223052,5.103518,3.845447,5.888099,6.457170,3.000000
6.427835,2.813358,3.574310,3.854323,6.322977,4.815983,4.679277,4.756727,4.295956,6.285080,3.000000
3.693154,3.005000,3.405818,5.198534,4.746564,5.283674,2.640332,2.641230,3.369274,3.970089,3.000000
5.757588,5.143218,3.847325,3.811407,4.725134,4.811827,3.715797,5.958228,4.861999,4.035274,4.000000
5.373579,5.137411,3.520871,5.092323,4.333778,4.995162,4.077081,3.943106,5.505283,4.037696,4.000000
6.025732,5.143153,3.739111,7.043611,3.910059,5.566184,4.368175,6.998264,3.453353,6.578726,4.000000
3.920540,5.081199,3.682385,4.622201,2.946555,6.839743,6.658393,3.324980,3.960228,4.972626,4.000000
4.468980,5.168021,3.808812,3.841884,6.446509,5.360184,5.155205,3.427611,3.857270,4.558254,4.000000
3.925628,5.075289,3.821419,4.955162,4.890811,7.276074,5.415859,3.960920,4.984483,3.776002,4.000000
3.542287,5.176709,3.875230,6.216781,2.243405,4.893467,4.190889,3.857641,4.016473,6.234927,4.000000
5.485018,5.359785,3.877205,4.037330,4.428030,3.893601,4.008390,4.168311,6.885315,3.510628,4.000000
4.737741,5.052032,3.713937,6.078235,3.893634,5.972142,6.099428,5.155084,5.141128,2.939564,4.000000
3.359549,5.240795,3.958615,4.522678,5.894239,4.244338,1.852089,4.665254,6.838152,3.994245,4.000000
2.558019,5.071445,3.637830,5.741786,5.404348,4.666231,4.810824,5.057299,5.002549,3.348523,4.000000
3.501772,4.967336,3.575407,4.701539,4.602176,4.518315,2.876155,4.816817,3.521723,5.282968,4.000000
2.631485,5.219759,3.727960,4.260629,4.583849,6.711099,4.003537,4.073874,7.104771,5.667286,4.000000
4.128250,5.346507,3.908526,3.137485,6.321987,6.231751,4.766620,5.246205,3.383725,4.729836,4.000000
5.230707,4.905514,3.707338,5.796058,4.834441,5.579201,5.018611,2.226772,4.099749,4.977448,4.000000
4.921427,4.835483,3.499079,5.743418,5.111623,5.467177,4.653365,5.592366,3.551753,6.106863,4.000000
4.092339,5.097018,3.826488,5.540135,5.296327,4.564337,5.378349,4.663882,4.722216,3.975763,4.000000
3.581074,4.979636,3.769020,3.383074,6.819585,5.755655,6.301629,4.119740,5.100800,3.888372,4.000000
4.688998,5.049320,3.739395,4.470566,5.172806,4.747230,2.263409,5.229490,5.320279,3.753146,4.000000
5.256903,5.285868,3.779452,4.852004,4.418344,2.359139,5.995566,6.702456,6.012928,3.469639,4.000000
4.509468,5.137888,3.746648,4.955393,3.570519,4.881724,5.148038,4.424214,4.608343,2.285301,4.000000
2.927920,5.176327,3.459832,5.743145,5.101708,6.139180,4.545249,4.502563,4.795803,5.346439,4.000000
6.044156,5.196821,3.627680,4.612501,4.628292,5.418833,5.439871,4.976946,4.026942,6.218366,4.000000
6.093954,5.118125,3.862844,3.425463,3.241532,5.015568,6.423133,4.600537,5.324990,3.593150,4.000000
4.985086,5.342797,3.732003,5.627226,4.505085,6.106539,3.121994,3.789375,4.042098,3.320985,4.000000
5.572750,5.215352,3.801156,5.223557,5.371231,3.032732,5.901297,5.700634,4.464351,4.397838,4.000000
5.086204,4.940786,3.805937,4.427592,4.219873,1.720668,5.051021,5.927171,4.720900,6.123794,4.000000
3.775237,4.887245,3.680461,3.008629,5.650858,4.638727,5.994882,6.073314,4.504177,4.177448,4.000000
4.603613,5.143803,3.792210,4.880084,5.261017,5.801998,4.856380,3.182660,5.433151,5.625340,4.000000
1.902893,5.246134,3.838429,6.135290,6.193733,5.093693,5.261351,3.557647,5.363175,3.216206,4.000000
5.145649,5.190808,3.608180,2.500103,4.838537,7.035029,5.230287,4.554885,4.712793,4.853577,4.000000
5.354959,5.319234,3.672635,4.251711,4.674409,4.974368,5.210368,4.214472,4.072562,6.109131,4.000000
4.686113,5.178956,3.848609,4.994230,5.815636,4.923313,6.035179,4.972458,4.719206,4.969436,4.000000
4.390749,5.285612,3.790395,3.059068,5.465195,5.825118,3.069553,3.259088,3.668529,6.228837,4.000000
3.422913,5.251411,3.855411,3.615218,4.623907,6.366640,5.072941,3.444767,4.021262,6.407261,4.000000
5.671462,5.076886,3.636206,4.975766,5.639337,3.530656,5.169699,5.640659,4.051173,5.545805,4.000000
5.015157,5.004088,3.763764,5.010750,5.891994,3.124165,5.301803,4.560743,6.587702,2.812422,4.000000
5.363789,5.043685,3.658125,4.770511,3.448174,3.178633,4.401272,4.712287,4.436505,2.547882,4.000000
3.997429,5.154195,3.769309,5.743031,3.163248,5.552880,4.876195,4.867158,4.690799,3.872707,4.000000
3.732555,5.405300,3.837565,5.227257,5.080177,5.058856,3.847389,5.907916,5.983156,5.122129,4.000000
4.564717,5.288298,3.783490,5.056740,5.853141,5.172507,3.584430,5.050782,5.716491,5.216221,4.000000
6.515127,5.235137,3.774754,5.126425,4.462247,4.364131,4.645532,3.444521,4.206878,5.409817,4.000000
3.789696,5.203098,3.758747,4.326539,4.133697,4.738532,5.098410,5.719249,3.102477,4.548277,4.000000
3.206046,5.072025,3.729202,4.274045,4.249768,4.449432,3.162983,4.440513,4.365279,5.780779,4.000000
5.588055,4.912094,3.806715,4.982057,5.900627,4.685288,5.247852,5.306352,4.496960,6.337855,4.000000
4.492703,4.997003,3.987580,5.349681,4.106330,5.084981,3.740276,4.706039,4.548962,4.099201,4.000000
4.507042,4.914419,3.859317,4.079535,3.862333,4.724387,5.931014,5.642679,6.092871,5.787519,4.000000
6.627524,4.973388,3.514754,5.502454,3.786048,4.529392,5.781168,3.392119,5.723533,6.726189,4.000000
3.658361,5.133726,3.657868,4.267945,5.545348,7.096929,3.685825,4.032430,3.892352,6.255047,4.000000
4.611199,5.066190,3.697196,4.645773,5.710686,4.993680,4.009724,5.621566,5.771423,4.043462,4.000000
4.970096,5.092250,3.767598,4.206610,4.979139,3.435861,5.735777,4.652840,3.195158,4.760297,4.000000
4.635457,5.141418,3.715167,6.574150,3.620314,4.898790,4.234078,4.675187,4.476512,4.703504,4.000000
2.752121,5.044434,3.598970,4.661578,6.066467,4.157868,4.262852,4.783567,5.517713,5.651545,4.000000
4.025831,5.366400,3.695492,5.092079,6.385152,3.899221,5.829017,4.411753,3.483608,5.112177,4.000000
3.977944,5.062876,3.777910,3.954178,4.625754,3.267242,5.975801,4.667038,3.199563,3.327473,4.000000
4.839534,5.034141,4.006784,4.242785,4.519294,5.924595,4.569790,4.190110,4.054690,4.039085,4.000000
4.790297,5.012117,3.466262,3.224306,4.370345,5.481128,4.431946,6.646035,5.852282,3.610804,4.000000
2.748874,5.208493,3.770629,2.848559,5.439493,4.678872,3.187838,3.276522,4.658074,5.340664,4.000000
5.008070,5.101265,3.779675,3.965458,3.877220,4.847838,5.699987,3.218538,4.784199,6.009846,4.000000
3.236097,5.003634,3.801151,4.894659,4.835427,4.195745,4.610400,6.671818,4.452357,5.247861,4.000000
3.639568,5.290151,3.751068,4.237086,3.751989,5.456572,4.658856,2.716567,4.506619,5.524062,4.000000
4.415004,5.167644,3.993963,3.966527,5.308323,5.766866,4.719950,5.929558,3.801511,5.073499,4.000000
3.648776,5.276603,3.608097,5.564627,5.432973,4.260677,3.116305,5.116441,5.586671,5.129063,4.000000
1.488837,5.022475,3.500831,4.786414,4.028777,4.571656,5.546891,6.220274,5.254803,4.382982,4.000000
3.154401,5.190503,3.589992,5.525286,3.405114,3.767225,4.321819,4.006344,5.783975,4.401868,4.000000
4.028876,5.082733,3.906610,3.649077,5.649348,4.824654,4.019239,5.249492,4.904301,4.676807,4.000000
5.139117,5.098678,3.771793,3.952047,3.951885,5.657634,2.725434,3.504198,5.898713,4.721778,4.000000
4.857907,5.048368,3.777219,5.648827,3.266342,5.697733,4.681266,4.567965,6.093367,6.455271,4.000000
4.091128,5.273214,3.637569,4.781461,4.492800,4.651292,5.397457,5.653373,6.153079,4.042207,4.000000
3.953114,5.236134,3.812890,4.179752,4.711951,4.964234,6.526886,5.835631,5.115722,4.435796,4.000000
4.267266,5.304986,3.804141,4.292566,2.698680,5.259843,3.690552,5.375280,7.127711,4.706409,4.000000
6.398134,5.002852,3.752403,5.524540,5.164875,2.860029,5.635222,3.462059,4.898132,4.473480,4.000000
6.801695,5.238387,3.710237,4.884374,3.888149,5.056444,2.086598,4.847004,2.929990,3.872399,4.000000
3.249015,5.364026,3.777445,3.986898,3.707801,4.501283,4.771210,4.435176,2.541340,3.994976,4.000000
3.616535,5.104210,3.588829,4.919455,4.285580,3.701644,4.972311,5.202158,4.540849,4.480390,4.000000
7.210332,5.028493,3.679521,4.265822,4.111189,4.126092,4.386211,3.549332,4.014929,4.444563,4.000000
4.701293,5.050200,3.830211,3.977456,5.540194,4.628297,5.940273,5.055018,4.096652,4.395565,4.000000
3.854630,5.257761,3.739058,4.025711,5.344439,2.750881,4.473115,5.405821,4.423154,4.631614,4.000000
4.810510,5.098586,3.833707,6.528097,5.479310,4.860484,2.983571,4.234812,5.135240,4.114120,4.000000
5.133984,5.074207,3.621423,3.036096,5.765693,4.194282,4.982319,3.719121,6.129780,5.021579,4.000000
6.204988,5.189188,3.538384,5.061484,4.219225,2.854529,5.002293,3.287783,5.036441,4.166354,4.000000
4.373329,5.098954,3.828923,4.713570,4.336804,3.042997,5.688718,4.658740,3.563629,4.661021,4.000000
5.836120,5.059418,3.783727,4.361984,5.972191,3.482195,5.001702,6.328787,5.181160,6.909152,4.000000
3.245406,5.012820,3.777661,5.533915,4.807640,5.767069,4.660479,5.037179,4.027991,4.488986,4.000000
4.572987,5.024537,3.728604,3.728621,4.892997,3.664104,5.640570,4.773664,4.091639,5.136546,4.000000
2.943177,5.228317,3.743976,3.713526,3.979657,4.153667,4.572717,4.554630,6.216385,4.509241,4.000000
3.359780,5.015090,3.844576,3.803538,6.253627,5.423099,3.875967,3.999062,5.012610,4.692478,4.000000
3.234188,5.110771,3.731925,3.811015,6.719122,4.046249,5.208787,2.875403,4.306802,4.313251,4.000000
4.129460,5.014459,3.909919,3.695586,3.181119,4.485550,2.253300,5.785596,6.320193,2.974509,4.000000
6.554630,5.115353,3.797451,2.618404,2.873294,6.089510,4.182147,5.234922,4.686296,5.742933,4.000000
4.783764,5.338774,3.818487,3.688061,4.389669,4.872772,6.063600,4.283635,4.693358,4.046868,4.000000
4.690201,5.145241,3.899387,4.613866,5.729120,4.297458,4.106896,3.860662,3.953613,5.355982,4.000000
5.186746,5.258169,3.908951,3.301083,5.136887,3.121621,4.525815,3.659119,4.233921,4.580039,4.000000
6.037858,4.968396,3.653104,5.477323,3.622334,4.292147,4.634418,3.217164,3.431194,5.961030,4.000000
4.979818,4.862701,3.867379,4.806895,4.659284,5.709729,4.798107,5.030840,5.994872,5.585094,4.000000
3.325299,5.344579,3.646110,5.330241,5.259682,4.371229,5.838001,5.136845,4.694444,4.928218,4.000000
5.775021,4.978391,3.900839,5.393714,5.911515,5.507626,2.400199,4.380314,4.137082,7.310944,4.000000
6.397536,5.032424,3.810350,4.793426,5.370939,4.742047,3.262381,4.064407,5.955019,6.138904,4.000000
5.837562,5.299166,3.793397,4.199490,4.180541,5.208187,6.722435,2.942183,4.993092,4.156911,4.000000
5.739941,5.130039,3.718333,6.669337,3.441960,6.284958,5.467060,2.862138,6.104932,3.694309,4.000000
4.370289,4.950467,4.616113,5.033856,4.464979,5.275179,5.517842,5.170207,3.976054,4.879998,5.000000
4.198673,4.938708,4.702710,3.810949,5.250785,5.599303,3.711305,4.013241,5.610688,7.572096,5.000000
5.298863,4.924164,4.555057,4.803394,4.293220,5.154074,5.552296,4.142952,4.802533,4.678294,5.000000
4.008744,5.119530,4.859102,4.492742,5.196943,5.827521,5.095115,4.595728,3.973083,4.700169,5.000000
5.322174,4.918321,4.748218,3.330057,5.608636,1.000000,5.807820,4.588128,4.803266,5.212442,5.000000
5.092957,4.878969,4.588048,4.819056,5.757548,4.337381,4.716832,5.233016,5.019215,6.054958,5.000000
5.322497,5.010653,4.665912,4.551960,2.295565,3.124549,4.221554,4.315355,4.817331,4.487610,5.000000
5.774320,5.086646,4.732923,4.298235,3.708488,4.553992,5.913317,5.606340,5.780762,3.422552,5.000000
3.900138,4.960149,4.812959,5.830399,3.666236,3.941539,6.178921,6.169964,5.325856,4.560658,5.000000
3.624350,4.843620,4.492491,5.671792,5.011383,4.830034,6.930206,4.511460,4.300627,5.070989,5.000000
2.561098,4.988029,4.464973,2.817249,6.084058,2.795678,4.985826,7.090944,3.313671,3.970648,5.000000
4.447243,5.045977,4.859693,5.047263,3.758207,3.155044,5.055068,3.841512,4.491723,4.213964,5.000000
3.496815,4.902129,4.720158,5.659342,3.835117,3.233172,3.549975,5.281054,4.413324,5.561532,5.000000
4.124240,5.091311,4.756742,3.402462,5.659019,5.346976,5.633454,4.961854,4.723855,5.031214,5.000000
3.813647,5.179071,4.523769,5.391524,5.166837,4.048244,3.317792,5.539419,6.583033,4.866736,5.000000
6.104406,5.040494,4.794333,7.061198,5.243134,4.835877,6.217362,7.393043,6.440195,4.636737,5.000000
6.724078,4.948064,4.681121,6.434823,4.421779,6.091784,6.530693,3.052726,6.810232,3.769650,5.000000
4.428381,4.692571,4.722708,5.448706,6.498169,5.343412,3.090075,5.315387,4.189400,4.516772,5.000000
4.679082,4.835507,4.530997,6.140466,4.317932,5.216036,4.359251,2.771405,4.544474,3.581173,5.000000
3.675274,5.124186,4.967475,4.553429,3.173084,4.563441,6.870673,4.919752,4.317847,4.686308,5.000000
4.939378,4.879993,4.395555,4.081547,5.219889,5.686079,6.461820,5.038517,4.613280,3.896762,5.000000
4.532117,4.911957,4.770490,4.605023,5.585248,4.360937,5.041786,5.855074,3.651284,4.307788,5.000000
5.092621,5.170209,4.957990,6.341078,4.212729,4.643550,5.453291,2.883248,6.929388,3.606130,5.000000
4.053359,5.055906,4.561076,4.916641,4.397457,2.421225,5.209870,3.327116,5.830877,4.203870,5.000000
6.351755,4.901734,4.872299,3.958187,5.663013,5.736546,3.819527,4.815426,4.513188,4.026809,5.000000
3.781177,5.057602,4.949715,2.519979,6.385259,3.858657,3.439131,4.177855,4.397351,3.594739,5.000000
4.542523,5.087642,4.753146,4.961006,3.677751,3.169691,4.340688,3.331723,5.243496,5.649845,5.000000
3.951192,4.979024,4.813097,3.852440,5.987348,4.634748,5.202292,4.784202,5.854554,4.889496,5.000000
5.408466,5.132612,4.780720,6.603941,3.722777,5.587058,4.737732,4.756057,5.265214,5.147415,5.000000
4.177648,4.786810,4.582109,4.289576,5.883407,3.404457,4.145344,5.729604,5.053960,5.115539,5.000000
4.059358,4.995622,4.616562,3.847347,3.676739,3.528390,2.729596,5.096056,5.962919,7.430979,5.000000
4.327833,4.837820,4.673076,4.647570,4.122290,2.738703,2.905136,5.292218,4.605990,3.217620,5.000000
5.526409,4.859357,4.443557,4.450082,4.366190,5.893772,3.614985,4.156224,4.928903,3.762242,5.000000
6.326275,4.884224,4.521788,6.003368,5.267188,5.817066,6.030025,3.717607,5.375643,3.863287,5.000000
5.061383,5.111597,4.679706,5.078722,4.357617,6.136838,3.906379,4.079832,5.348750,5.312540,5.000000
6.131699,4.851336,4.657254,3.796394,4.984289,4.217976,5.190508,3.817903,3.576985,4.737736,5.000000
4.912255,4.905653,4.936107,6.618260,4.748697,3.293135,3.504105,3.536670,5.225785,3.389877,5.000000
6.939722,4.850262,4.630055,3.475569,3.248080,5.273327,5.590816,4.283481,4.245448,5.269743,5.000000
2.913678,4.820618,4.708563,4.685375,3.517658,4.794664,5.095510,4.133522,4.584824,4.148651,5.000000
5.472162,5.077110,4.714269,4.619825,3.755819,3.263602,3.176320,5.771902,4.568465,3.966529,5.000000
3.905060,5.009664,4.665081,5.152075,6.143562,4.855382,5.103594,3.724895,4.397905,4.613632,5.000000
4.412636,5.094350,4.666363,5.147854,4.142895,4.610080,4.619456,4.104235,3.900698,5.239954,5.000000
4.283094,5.062485,4.807011,5.684005,6.386389,5.393388,4.490761,5.409905,3.105993,3.883735,5.000000
4.842653,5.176528,4.733519,5.127400,4.047535,6.438294,2.853344,5.879803,3.769270,5.337042,5.000000
4.018440,4.987636,4.431866,4.158739,3.057375,3.960724,5.970786,4.261914,5.454397,5.193942,5.000000
5.268376,5.203743,4.665050,3.346564,4.781537,4.969995,3.396088,3.957591,5.098805,5.202344,5.000000
3.865610,4.899092,4.647018,3.970042,4.672608,4.730511,4.774200,5.099646,4.356627,4.540542,5.000000
3.524738,5.032895,4.792121,4.457736,3.124848,3.372847,4.588149,4.010823,3.476632,4.676875,5.000000
5.160519,4.974874,4.681119,5.154637,3.551746,5.412673,2.552229,4.312014,5.418795,3.596632,5.000000
3.690423,5.001644,4.897029,4.832307,4.123746,4.593843,3.899865,6.893781,4.716771,3.522054,5.000000
4.440980,5.135526,4.736941,4.286936,6.083266,5.197218,5.611408,5.850620,4.306990,7.145329,5.000000
4.815265,5.034228,4.637059,3.229149,4.913415,5.314177,6.193813,4.120214,6.797022,4.327825,5.000000
5.000795,4.934744,4.669746,6.098846,4.698812,2.882759,5.723983,4.531906,3.854734,4.813190,5.000000
5.536216,4.934201,4.790061,5.434832,5.478378,3.395726,4.838362,5.219070,4.055850,4.432209,5.000000
3.525014,4.877592,4.513628,5.258970,5.169007,3.490106,5.196154,4.619176,4.534322,4.522158,5.000000
6.265131,5.058503,4.596382,5.621609,4.741568,5.561746,3.714052,7.037951,4.889897,5.023147,5.000000
4.271784,4.750049,4.643992,4.291755,5.443386,4.304510,4.374029,4.257833,2.994140,5.550884,5.000000
4.611483,4.983775,4.666941,4.787583,4.578131,5.200002,6.050422,4.686291,5.389237,6.107742,5.000000
5.260190,5.182787,4.590144,4.300643,3.629196,5.565777,3.704281,3.732130,2.943246,3.992072,5.000000
5.564966,5.012598,4.856750,4.154276,4.956301,3.424421,5.454750,5.540182,5.455129,3.498019,5.000000
5.176112,4.902312,4.824752,3.192969,6.049701,4.254280,4.274311,6.317390,3.914577,5.140471,5.000000
5.858957,5.194635,4.605765,4.185709,3.538712,5.682139,5.310076,3.410383,5.696593,5.285472,5.000000
6.038639,5.142057,4.619290,6.270564,5.433924,3.093056,3.710084,5.090934,4.399376,5.162859,5.000000
6.605878,5.116833,4.691376,5.973400,3.645530,4.382274,3.276291,6.329595,4.775020,5.980209,5.000000
5.652223,5.090075,4.655240,3.976640,3.568906,3.909787,4.060189,4.153569,5.255249,5.062573,5.000000
4.773042,5.041586,5.045056,4.712676,4.112778,5.737205,6.887048,4.672421,3.965018,4.986359,5.000000
4.572630,4.870251,4.683913,4.855243,3.179493,5.234752,3.334445,5.681976,4.731998,4.654329,5.000000
6.234752,5.133842,4.763484,3.950442,3.758544,6.827857,4.925391,3.456302,5.032118,4.497127,5.000000
4.352272,5.078163,4.544604,4.538856,4.874485,3.847499,3.724239,2.343134,5.051678,3.640883,5.000000
4.013051,5.297367,4.886218,4.453747,4.959017,6.100502,6.405173,4.337622,3.410089,6.100584,5.000000
5.875090,4.923926,4.698261,5.196350,6.077868,4.977871,3.213018,4.794868,3.535944,5.007437,5.000000
4.376295,5.113477,4.768577,5.708706,5.778786,3.770117,7.153221,6.485911,4.054181,4.631651,5.000000
6.601396,5.078862,4.971869,3.822731,7.177695,6.494084,5.147296,5.224099,4.809557,6.641964,5.000000
4.293047,5.019984,4.584625,3.962476,5.317796,6.156629,4.376988,4.696358,6.145000,3.747967,5.000000
3.228970,5.050013,4.844670,3.205055,3.852117,5.278903,4.200734,5.422124,4.799286,4.922855,5.000000
6.238221,5.088086,4.489970,2.962985,5.540939,5.712727,5.298838,5.387385,4.247049,5.209629,5.000000
4.496940,5.301395,4.731735,6.412257,4.372801,4.843213,3.855356,5.601687,6.228456,6.324326,5.000000
5.265255,5.116073,4.628169,5.571944,5.086945,5.397273,4.416175,3.982487,3.054437,3.949785,5.000000
4.620234,5.290094,4.703684,6.296118,4.366879,5.821274,3.772468,4.113022,4.546578,5.686637,5.000000
5.117300,4.894467,4.588076,3.265876,3.842818,4.571611,6.239451,6.009236,3.619088,4.034410,5.000000
4.913773,5.160573,4.719684,6.407115,6.846010,4.230097,4.585008,4.781746,4.766583,4.433928,5.000000
5.092510,5.129621,4.518754,4.115930,3.107701,4.417558,3.808908,4.925805,3.137765,2.534309,5.000000
6.560948,5.116055,4.659829,2.867367,3.714309,4.949286,4.835636,4.809712,4.636401,4.896768,5.000000
6.517369,5.020380,4.688433,3.559440,4.990255,3.247539,3.789607,5.621224,3.643458,4.618857,5.000000
5.712825,4.979768,4.463841,3.825448,5.341110,5.014775,3.828840,8.713151,4.978193,4.100667,5.000000
4.949982,4.951051,4.639160,6.209672,5.344718,4.323605,5.753282,5.599803,3.606917,3.192667,5.000000
4.245791,5.203075,4.554997,4.424940,3.825035,5.047721,4.341184,5.084227,3.784985,4.203604,5.000000
4.013118,5.005952,4.657123,4.361268,3.000177,5.495881,4.266215,4.631712,4.640777,5.609822,5.000000
5.715004,4.933908,4.704854,4.185964,3.511830,3.637296,5.809875,4.613828,3.900475,3.459487,5.000000
3.216922,4.849081,4.646746,4.113977,4.020519,5.595030,3.122481,5.542945,4.923528,4.292864,5.000000
4.862598,4.886848,4.560213,5.463584,4.600952,4.496001,4.571721,5.839641,4.413751,4.839344,5.000000
2.824158,4.980921,4.858898,5.698204,4.611720,5.621745,3.890248,4.587122,5.883412,4.187616,5.000000
5.247556,5.067260,4.667116,4.082812,3.466387,6.994325,6.339063,3.505427,3.138438,4.375324,5.000000
4.310875,4.865126,5.114404,3.393340,3.967087,4.072422,5.707194,4.596986,4.912307,3.938911,5.000000
3.882505,5.172966,4.797136,4.755318,3.626659,2.943050,2.558236,4.978882,3.937458,4.339743,5.000000
6.036349,4.897771,4.657742,4.318804,4.622883,4.563430,4.597255,3.119400,4.292707,3.525565,5.000000
5.639708,5.036721,4.753818,3.216327,5.698176,3.325054,3.025810,4.831449,5.085337,4.493713,5.000000
5.221019,4.864266,4.622758,4.200982,4.888230,5.304936,3.976544,5.291940,6.206956,6.204712,5.000000
2.864463,5.044344,4.838191,5.468477,4.752571,4.550237,4.521004,4.667964,4.934883,3.304999,5.000000
5.034630,5.140073,4.764486,5.453803,5.116195,6.035764,4.268410,5.943439,3.923980,5.347658,5.000000
