,,,,,,,,,,toss
5.726780,2.408568,2.346690,3.088822,3.424341,5.306137,4.809214,2.493016,5.161412,2.349168,3.000000
4.153615,2.408737,3.140805,4.012695,6.568321,4.422691,4.413175,2.579910,5.195524,2.642370,3.000000
5.146942,2.407458,2.652987,4.702119,3.842025,2.750480,5.653058,2.451018,5.352928,2.291367,3.000000
4.320423,2.427483,2.427323,5.434850,4.993278,4.356823,5.579905,2.591310,5.157245,2.480974,3.000000
5.965731,2.457845,2.356642,4.002171,3.762170,4.251481,4.570510,2.598877,5.534196,2.458233,3.000000
3.612954,2.460387,2.838430,3.550693,4.711550,4.303460,6.138508,2.488308,5.095125,2.596705,3.000000
3.437768,2.358952,2.567691,3.920348,6.294464,4.769185,4.228967,2.417136,5.521441,2.468599,3.000000
4.675810,2.323482,2.484606,4.416645,5.086135,4.256707,4.700639,2.489142,5.310240,2.638496,3.000000
4.136146,2.354733,2.610001,2.830416,3.550291,3.900629,5.316868,2.597807,5.315285,2.378375,3.000000
4.578834,2.345023,2.478797,4.924162,4.658124,5.739048,3.779435,2.697476,5.232036,2.577168,3.000000
4.755180,2.449287,2.431891,1.947039,6.241319,5.728231,3.858135,2.607263,5.121586,2.478085,3.000000
4.582187,2.375741,2.892552,5.386700,4.054690,4.478101,3.559965,2.739658,5.395666,2.638243,3.000000
4.415145,2.423056,2.244030,4.010596,5.103495,4.901204,3.551753,2.591481,5.358872,2.449973,3.000000
3.972860,2.417072,2.873458,4.227107,3.922969,4.426240,5.027813,2.586737,5.053610,2.244291,3.000000
4.162121,2.358251,2.238506,4.668529,4.280957,3.297477,3.986414,2.755398,5.356855,2.472912,3.000000
5.462855,2.354766,2.594744,4.135941,5.159424,2.685904,4.353920,2.426266,5.159403,2.404990,3.000000
4.485953,2.396798,2.986400,4.364104,6.278295,5.541090,4.809726,2.385046,5.294860,2.572599,3.000000
4.835386,2.372426,2.757169,3.277135,4.370707,3.904291,6.114900,2.490769,5.483127,2.547584,3.000000
4.830247,2.431896,2.463986,7.084484,4.181446,5.523163,4.547378,2.478630,5.328314,2.513541,3.000000
4.855537,2.394012,2.243220,4.945123,3.846046,5.756303,4.161357,2.630631,5.133758,2.534880,3.000000
3.686205,2.349376,2.544383,5.041767,4.759941,3.812835,6.924198,2.503985,5.144029,2.406783,3.000000
3.676628,2.239461,2.306425,2.311467,4.934683,2.768359,6.033488,2.625861,5.198323,2.323414,3.000000
5.472702,2.414728,2.374808,3.716592,5.709554,5.157045,3.532793,2.509272,5.124779,2.574926,3.000000
4.326979,2.399162,3.202956,3.531260,3.084094,4.529765,3.653679,2.340777,5.375779,2.646087,3.000000
4.000721,2.347839,2.508706,4.713002,4.799737,6.292876,4.456202,2.586322,5.069872,2.235035,3.000000
5.207780,2.352948,2.996102,3.984543,4.947031,3.714534,3.403343,2.706061,5.068128,2.444107,3.000000
6.520446,2.477356,2.439983,1.944435,5.166018,4.762484,6.594671,2.487582,5.203189,2.545047,3.000000
4.770885,2.264838,2.480899,6.575294,3.095324,6.067774,2.805222,2.507907,5.195546,2.574202,3.000000
4.704648,2.321532,2.387726,1.855578,5.039407,4.305290,4.429735,2.697679,5.244651,2.651581,3.000000
5.134321,2.348100,2.644063,5.127695,5.595345,5.078708,4.050921,2.723411,5.327831,2.512108,3.000000
3.165777,2.469223,3.383841,4.637030,3.965601,2.601827,3.513801,2.640270,5.397361,2.748613,3.000000
3.330793,2.450959,2.539053,3.689385,5.174769,4.004019,3.631517,2.583913,5.294120,2.429805,3.000000
5.160245,2.557963,3.111447,3.762109,4.796133,4.302253,4.469667,2.541375,5.460536,2.650262,3.000000
4.932822,2.347582,2.811011,5.308113,3.871564,3.060937,4.941229,2.579600,5.223860,2.401194,3.000000
5.225919,2.358197,2.015112,2.831493,3.466172,3.684731,3.828197,2.602035,5.334292,2.562802,3.000000
5.342331,2.318017,2.587712,2.866932,3.796998,4.510169,4.919675,2.618536,5.344565,2.265452,3.000000
4.755462,2.476354,2.117371,4.345480,5.348912,4.169508,2.774269,2.493627,5.157249,2.277604,3.000000
4.243882,2.303411,2.615176,3.752382,4.047107,2.508167,6.323476,2.480288,5.449290,2.543500,3.000000
3.056760,2.395215,2.646375,4.226988,2.383685,4.318639,3.035023,2.550485,5.182449,2.581836,3.000000
2.974992,2.481196,2.997009,5.627289,5.358279,4.081649,3.061074,2.507158,5.212507,2.638299,3.000000
4.727420,2.430258,2.942149,6.166900,3.226612,5.049575,4.540687,2.625244,5.335374,2.542752,3.000000
3.882018,2.305830,2.742265,4.614750,4.288694,5.373153,4.680727,2.387201,5.012351,2.584966,3.000000
4.144530,2.302170,2.440306,4.185498,2.704259,2.867227,5.631711,2.350660,4.908767,2.527192,3.000000
5.132808,2.356708,3.088510,3.920501,4.329495,4.398569,6.147948,2.598556,5.439629,2.852291,3.000000
4.768034,2.472407,2.372029,3.190312,4.474407,4.266971,6.379352,2.648457,5.342917,2.621954,3.000000
3.726813,2.294612,2.914293,4.221184,3.140294,5.134807,4.328709,2.707171,5.219638,2.284799,3.000000
4.339671,5.943690,4.413809,6.356746,5.377363,4.736150,2.966582,5.202396,3.722824,5.886507,4.000000
2.882341,6.086217,4.476539,2.855097,5.263001,4.245069,4.943778,5.249374,3.670175,6.165662,4.000000
4.679526,6.026679,4.950090,4.413039,4.609803,4.735349,4.284676,5.202400,3.862840,6.044104,4.000000
3.321906,6.117631,4.335974,4.871516,2.935350,4.346388,4.681847,5.361250,3.721136,6.169295,4.000000
4.326008,6.010974,4.136633,4.228091,5.124226,4.139917,4.731493,5.332153,3.739255,5.930236,4.000000
4.137520,6.056194,4.425826,3.494239,4.509880,3.346252,3.851779,5.347261,3.659731,6.266288,4.000000
7.040731,6.072923,4.007804,3.838631,4.091838,4.192665,4.801842,5.408459,3.822339,6.118024,4.000000
4.692230,6.108263,4.825216,4.318071,5.104808,4.460417,4.677825,5.224664,3.703367,6.040984,4.000000
5.085609,6.083785,5.105131,3.722595,5.529153,3.562593,4.680746,5.326545,3.749704,6.058989,4.000000
6.018858,6.039462,4.885815,7.134396,3.558588,3.649234,5.104046,5.262066,3.597425,6.206798,4.000000
4.857340,6.049236,4.384086,5.496004,4.588548,4.816609,4.427417,5.418900,3.657980,5.837847,4.000000
4.159959,6.021352,4.267621,2.959011,3.756633,4.320355,4.439480,5.288751,4.098764,6.013186,4.000000
2.837190,5.937129,4.609355,3.532450,4.393993,5.004877,2.358258,5.168325,3.799468,5.952345,4.000000
5.532016,5.962171,4.074922,4.217264,3.976744,5.339919,3.275660,5.294254,3.936143,6.147961,4.000000
5.766518,5.949182,4.475377,4.415340,5.529219,4.632857,4.235803,5.192122,3.616711,6.103715,4.000000
2.959018,6.038925,4.298318,3.343638,5.082744,4.531959,4.212141,5.064388,3.936456,6.042611,4.000000
4.824473,6.020631,4.415844,4.939148,4.650451,5.312838,4.181707,5.303265,3.908261,6.047693,4.000000
4.073163,6.065074,4.645111,4.989785,4.368057,4.623164,4.658065,5.238354,3.819859,6.049316,4.000000
5.791244,5.954316,4.420776,3.152040,4.147761,5.198756,4.290367,5.429549,3.477472,5.740528,4.000000
3.959641,5.902234,4.878762,4.027223,4.433207,3.718661,6.320210,5.350799,3.591942,5.839219,4.000000
4.174071,6.061736,4.388372,3.089160,3.488803,2.737045,3.721741,5.267638,3.871915,5.993998,4.000000
4.860994,6.113774,4.222618,4.420619,5.522156,6.545714,5.044185,5.219216,3.662051,5.724642,4.000000
4.812935,6.095063,4.985126,3.846834,3.242245,4.971299,4.758995,5.206658,3.894352,6.032014,4.000000
5.022669,6.027906,4.415031,3.122929,5.745133,4.283216,3.508664,5.085980,3.801382,5.895425,4.000000
5.366718,6.020302,3.793714,5.197750,3.944659,4.488616,6.588217,5.363741,3.877190,5.895051,4.000000
1.419587,5.865158,4.367740,6.845074,5.715544,4.959784,4.810849,5.211520,3.754949,5.955531,4.000000
4.638182,6.035883,4.087401,4.006996,5.163449,2.007175,4.599374,5.235605,3.425435,6.096114,4.000000
5.289905,5.945010,4.291453,4.470448,4.148320,2.577197,4.457426,5.257700,3.646479,6.169559,4.000000
5.019670,5.980900,4.319981,5.236702,4.509755,3.763262,4.835854,5.075999,3.710464,5.880995,4.000000
3.335803,6.036381,4.133065,3.419698,4.099738,3.137102,4.203138,5.299799,4.016385,6.117883,4.000000
3.394471,6.014423,4.779640,4.968194,3.789247,5.003145,4.998300,5.301734,3.547590,6.060892,4.000000
4.657726,6.109198,4.178828,5.107512,5.580182,5.034356,4.057129,5.310663,3.636862,5.923286,4.000000
5.805521,6.190136,4.232154,5.156054,4.109740,4.721534,2.898897,5.277323,3.740163,5.962998,4.000000
4.060190,6.104548,4.581232,4.148935,5.118280,4.969316,4.699299,5.200717,3.647423,6.087644,4.000000
6.164905,5.994771,4.857695,3.278165,5.504566,5.125365,3.595249,5.249068,3.851254,5.914992,4.000000
3.933481,6.037425,4.680011,3.750627,5.147550,4.599233,4.904800,5.244935,3.612873,6.253711,4.000000
4.967591,5.957245,5.013097,4.487031,6.147164,4.023065,6.416064,5.391110,3.738435,6.078471,4.000000
4.243014,5.981523,4.214609,4.349807,3.767090,3.784481,4.676688,5.202118,3.848003,6.117890,4.000000
4.606576,6.115113,4.369249,4.749982,4.585638,6.854441,4.296501,5.254682,3.781360,5.983312,4.000000
4.635489,6.002978,4.020792,5.718770,3.059613,4.563143,3.037831,5.247014,3.717580,5.975252,4.000000
4.214181,6.019322,4.525772,4.083928,3.211944,3.681125,4.512657,5.153019,3.803150,5.944584,4.000000
6.570544,5.994797,3.994022,3.330691,4.758118,4.391714,4.702875,5.435182,3.718040,5.903878,4.000000
2.693384,5.977277,4.876729,3.851051,4.684893,3.229112,5.248843,5.402589,3.735973,5.881000,4.000000
3.264724,6.117055,4.904290,5.196027,4.131829,4.609112,2.771808,5.386578,3.738786,5.760480,4.000000
3.283044,5.953721,4.488566,3.054349,3.997852,4.881974,4.479002,5.291698,3.891938,6.031687,4.000000
3.054948,6.229146,3.894943,2.552384,5.099540,2.303960,4.887115,5.207980,3.651228,6.238609,4.000000
6.133547,5.969028,4.636071,6.094419,5.848186,4.004402,3.577030,5.169110,3.693601,6.105493,4.000000
4.856146,5.990565,4.724039,5.095782,3.183926,4.530574,3.590411,5.162472,3.705186,6.118170,4.000000
4.478785,5.903957,4.744965,3.623748,4.117927,2.392639,4.817608,5.139721,3.570384,5.871920,4.000000
4.275812,5.987257,4.856436,5.388731,6.103312,5.220360,5.170879,5.288660,3.647366,6.262931,4.000000
5.046535,6.062280,4.492155,4.361417,4.122284,4.963021,4.287983,5.281221,3.579043,5.882505,4.000000
5.530787,6.036740,4.486708,4.545486,3.690752,2.476818,3.836535,5.263737,3.654830,6.084389,4.000000
3.446317,6.127365,4.153046,4.256614,4.602870,4.189741,4.360125,5.172202,3.908628,6.172487,4.000000
4.240990,6.025829,4.525300,4.619890,3.298325,4.441003,4.179686,5.353883,3.616308,5.974198,4.000000
3.585438,6.107750,4.149656,5.139965,5.626936,6.708201,5.494858,5.268264,3.619053,6.060876,4.000000
3.479984,5.906832,4.393941,3.482849,3.241237,5.268983,5.906651,5.224889,3.931394,5.954239,4.000000
4.688205,6.022483,4.099892,5.160163,6.509770,4.998419,6.104615,5.209142,3.668322,5.981795,4.000000
4.368194,6.080420,4.409105,4.181218,3.329319,1.287867,5.860015,5.153021,3.697305,6.023778,4.000000
3.441549,6.089591,4.448568,5.266148,3.164300,4.936424,4.207194,5.165663,3.893469,6.178542,4.000000
5.082074,6.043456,4.848805,6.476362,4.409692,5.420942,4.650956,5.363998,3.806285,5.898204,4.000000
6.125683,5.947086,4.616516,3.538341,4.024620,5.088861,2.657188,5.250968,3.843950,6.047443,4.000000
3.835532,5.926823,4.283024,4.018024,5.799369,4.031292,5.391817,5.331292,3.780746,6.088162,4.000000
3.485639,5.941421,4.493240,5.030428,4.957537,3.669364,3.266505,5.201475,3.869194,6.046372,4.000000
4.806803,5.986908,4.347582,3.747756,4.037060,4.406434,2.665251,5.236129,3.689647,5.904021,4.000000
4.355591,6.011749,4.484081,5.442328,3.828150,3.705241,4.967504,5.111737,3.670904,6.114750,4.000000
2.607499,5.925863,4.643083,4.907702,4.760823,3.744252,5.615751,5.378184,3.841262,6.082808,4.000000
6.007578,6.038997,4.430607,3.076946,4.371577,4.554325,5.888568,5.150930,4.024070,5.905417,4.000000
5.005180,5.964396,4.420302,4.161612,3.795480,4.763099,5.653260,5.379999,3.993847,6.072768,4.000000
4.785714,6.153953,4.061422,5.331183,7.805583,5.018383,6.958182,5.158802,3.637778,5.856135,4.000000
5.366941,5.994787,5.092044,4.576274,3.767054,4.965320,4.917027,5.233237,3.642824,6.004343,4.000000
2.714197,6.033802,4.431505,6.163575,6.820348,4.420323,4.115337,5.083754,3.714210,6.046667,4.000000
3.866888,6.107756,4.915975,5.051224,3.138676,4.091301,5.191340,5.353828,3.579290,5.939281,4.000000
2.440841,6.073690,4.345360,5.052870,2.422095,3.647752,3.719690,5.351069,3.672406,5.990953,4.000000
5.318502,6.028219,4.308145,4.281916,4.559989,4.234988,5.190302,5.224738,3.997288,6.090546,4.000000
3.923680,6.018987,4.390391,4.240697,4.944660,3.737093,4.750146,5.277118,3.421501,5.776443,4.000000
3.172072,6.110963,4.220846,5.483172,5.258338,5.449960,5.355004,5.236611,3.655698,5.941145,4.000000
4.019136,6.034116,4.483802,3.696066,3.986724,3.319360,4.150909,5.374374,3.867898,5.894831,4.000000
4.102855,5.913464,4.366472,4.973979,3.879270,5.354318,5.287043,5.153825,3.694645,6.050859,4.000000
2.727549,5.966393,4.118246,6.002042,4.347049,4.372146,4.082956,5.159315,3.866148,6.172839,4.000000
3.314483,6.033843,4.381614,4.384135,5.567851,4.480637,4.584541,5.248462,3.550389,6.249818,4.000000
5.638893,6.065904,4.416999,6.686696,4.878810,3.884615,5.652226,5.141540,3.678057,6.084899,4.000000
4.539252,6.136979,4.548322,4.484594,2.853551,4.474944,4.892826,5.476871,3.777493,5.991913,4.000000
5.687697,6.147411,4.652640,6.079830,3.820735,4.079082,3.810139,5.291196,3.748226,5.837685,4.000000
5.998803,5.880018,3.994035,2.398383,4.581115,3.759752,4.447631,5.228809,3.568347,6.013534,4.000000
3.127266,6.043441,4.975513,4.403952,4.710958,5.896445,5.375041,5.198351,3.669996,5.994763,4.000000
5.795663,6.018721,3.974057,2.448013,6.337181,3.110814,4.193131,5.311188,3.980634,5.861934,4.000000
5.543996,5.916530,4.799468,4.796832,4.383314,4.468555,4.308704,5.149923,3.641732,6.102516,4.000000
3.876157,5.925043,4.324747,4.289311,4.355885,5.271962,3.801322,5.269604,3.949800,5.919339,4.000000
5.314685,5.992099,4.129700,4.314327,4.735462,4.857856,4.925897,5.184649,4.018470,5.996537,4.000000
4.363138,6.086714,4.557769,4.504167,5.972336,5.363925,4.366310,5.064195,3.483138,5.959871,4.000000
4.858018,6.116580,4.491734,6.004241,5.679778,4.581356,4.370588,5.287293,3.825626,5.942997,4.000000
3.305523,6.044446,4.175614,4.654692,5.668096,3.020328,5.687131,5.161006,3.664119,5.904197,4.000000
2.924522,6.046101,4.547615,4.937997,4.247416,2.623550,3.388205,5.274452,3.595969,5.935182,4.000000
3.609616,6.067248,4.209130,3.415780,5.503154,5.144431,3.333277,5.260078,3.653702,5.966921,4.000000
5.436747,6.106187,4.471175,5.064418,3.551466,3.399374,2.726130,5.252417,3.662298,6.135330,4.000000
5.898025,5.978461,4.145584,4.616143,5.272278,5.354167,5.409711,5.329272,3.602437,6.075900,4.000000
5.119307,5.990650,4.809864,3.294203,6.421079,3.186027,3.673123,5.149873,3.800253,5.935708,4.000000
4.617574,6.150547,4.427112,4.216954,3.987067,4.270934,3.224648,5.154788,3.772455,6.175880,4.000000
4.887845,6.163178,4.589396,6.102813,3.965775,5.108186,4.159164,5.189514,3.571587,5.776614,4.000000
3.376632,6.055514,4.351468,6.689989,4.316298,3.433290,5.029143,5.256884,3.833899,6.323598,4.000000
2.828531,4.764505,5.504961,4.385774,4.545626,4.645326,5.776275,3.534503,3.708009,4.531655,5.000000
4.382640,4.776914,5.206966,5.359074,3.439574,4.976979,4.107101,3.515583,3.836851,4.723673,5.000000
6.548118,4.726860,5.225312,5.574899,4.778788,4.924761,3.053736,3.703067,3.853420,4.569241,5.000000
4.483472,4.770713,5.133288,2.814518,3.778955,4.408591,6.644528,3.616149,3.763255,4.873665,5.000000
4.196250,4.893628,5.492966,4.361995,4.713478,1.970716,4.075049,3.582785,3.728350,4.796114,5.000000
4.510094,4.761744,5.011161,4.407532,5.877955,5.323624,5.632642,3.707952,3.818137,4.609289,5.000000
5.501206,4.806279,5.413772,4.473097,4.842953,3.110119,3.724908,3.739557,3.772998,4.781350,5.000000
5.735536,4.664335,4.660666,4.095417,4.052298,4.493104,4.580191,3.620238,3.763795,4.689367,5.000000
4.959964,4.738417,5.765979,3.110121,5.014192,4.022802,4.372199,3.577069,3.828844,4.764445,5.000000
4.357247,4.681940,5.218020,4.342700,3.877420,5.173631,4.328379,3.466099,3.841713,4.622151,5.000000
3.989707,4.775797,5.729949,6.121484,3.748313,6.447109,4.819789,3.556539,3.783394,4.675788,5.000000
4.826476,4.672778,4.888392,6.095739,4.863307,3.135226,1.000000,3.757220,3.705367,4.811597,5.000000
5.099339,4.871452,5.067420,4.425844,4.481596,3.226226,3.711224,3.611964,4.225693,4.919803,5.000000
6.032238,4.703907,5.184962,2.986417,5.480833,4.490533,3.024468,3.415286,3.561896,4.650614,5.000000
4.917274,4.947313,5.589497,1.816379,3.364645,4.169755,3.812082,3.534009,3.599292,4.892302,5.000000
4.899729,4.742852,4.808808,3.439712,3.171580,4.772998,3.383423,3.519036,3.706590,4.642961,5.000000
2.787189,4.699873,5.729453,3.544182,2.937598,4.730512,4.274668,3.667209,3.693787,4.718069,5.000000
3.563806,4.795381,5.229511,5.925157,3.812684,4.865296,3.568349,3.621055,3.529460,4.767069,5.000000
4.445760,4.745314,5.776584,3.765154,5.290210,4.798301,3.476709,3.512427,3.706641,4.759802,5.000000
5.286067,4.953339,5.442468,3.647289,4.818934,4.324249,4.497584,3.605527,3.896918,4.480297,5.000000
3.842877,4.811435,5.080334,5.106142,3.493734,3.341032,5.279691,3.576613,3.942062,4.820530,5.000000
4.503029,4.844365,5.152850,2.293984,5.215426,3.711206,6.385711,3.598148,3.605324,4.792739,5.000000
4.251340,4.945129,5.559082,6.174278,4.970335,4.850009,5.397247,3.708657,3.518620,4.673597,5.000000
4.058088,4.822683,5.429826,4.628187,3.889693,5.594910,2.199750,3.397051,3.753350,4.916264,5.000000
6.541589,4.911568,5.341872,4.644331,4.388865,5.825719,6.367911,3.481000,3.688748,4.678381,5.000000
3.867931,4.722119,5.313918,5.073194,4.629686,5.060375,3.818362,3.602197,3.759313,4.929295,5.000000
3.898690,4.729103,5.322282,3.689058,4.517471,4.011676,3.665774,3.758026,4.105728,4.734920,5.000000
5.700201,4.630932,5.174530,2.619960,3.807937,3.698267,4.917770,3.731333,3.803806,4.655025,5.000000
4.307102,4.765152,5.174666,4.232046,4.543036,4.950031,4.632239,3.539238,3.867716,4.892122,5.000000
4.121512,4.708340,5.172109,4.751075,6.020051,3.826457,3.538206,3.586733,3.769067,4.716273,5.000000
4.872064,4.717666,5.438786,4.917090,3.818607,5.134475,3.143757,3.694254,3.524873,4.714223,5.000000
2.937092,4.638857,5.293271,2.060521,5.390341,3.375438,4.751445,3.636157,3.720838,4.672643,5.000000
2.515924,4.783993,5.447319,3.077161,2.836558,5.290897,5.245837,3.729681,3.949765,4.608453,5.000000
2.511147,4.685733,5.512814,4.914106,6.398500,1.824244,4.647672,3.620829,3.790514,4.922232,5.000000
4.280814,4.772177,5.298155,4.075505,3.583993,3.900463,3.984526,3.498262,3.865874,4.867467,5.000000
4.610054,4.676290,5.703198,5.261087,2.477167,4.182248,4.542898,3.648311,3.900654,4.815462,5.000000
4.309979,4.630262,4.994302,5.722569,4.668957,4.403100,5.203794,3.653294,3.842878,4.620044,5.000000
3.928169,4.704358,5.494024,4.464433,3.283110,5.529721,3.149396,3.518694,3.743041,4.915807,5.000000
5.281916,4.799142,5.468449,4.353767,5.297182,3.135590,3.954238,3.412697,3.838830,4.786189,5.000000
4.700157,4.831648,5.573172,5.299975,4.886932,4.969204,4.958301,3.612515,3.676621,4.600203,5.000000
4.297456,4.859643,4.935074,6.206463,5.727308,5.642779,4.124562,3.463297,3.761377,4.635033,5.000000
4.288371,4.763643,5.190732,4.908169,5.427124,4.414983,2.509918,3.539008,4.036565,4.715065,5.000000
3.267860,4.767312,5.532580,4.115605,3.482784,6.796133,3.311365,3.741847,3.622328,4.787356,5.000000
4.044055,4.749814,5.310816,3.849560,4.138341,6.080681,4.935574,3.635518,3.702362,4.975166,5.000000
4.726857,4.795713,4.783956,3.756406,3.388955,3.472550,4.380262,3.689766,3.670235,4.812439,5.000000
4.977650,4.572314,5.570726,3.681313,4.097181,4.836823,3.523817,3.519058,3.519305,4.659872,5.000000
5.006114,4.799409,5.546716,2.522234,2.514005,4.644603,5.926288,3.745591,3.763009,4.682213,5.000000
4.955150,4.645142,5.691428,5.421180,3.395806,4.717359,4.327020,3.470125,3.712809,4.828227,5.000000
2.634205,4.831107,5.702852,4.172781,4.933528,3.019224,2.979843,3.646049,3.734635,4.802592,5.000000
4.991090,4.701417,5.337908,3.938631,4.743636,5.884838,5.104289,3.776078,3.710787,4.949470,5.000000
5.639933,4.783083,5.864701,5.423074,4.219874,5.095536,6.929156,3.636005,3.787569,4.729300,5.000000
5.684136,4.575357,5.009684,4.468580,3.757042,4.454591,5.018179,3.815349,3.691333,4.881054,5.000000
4.161363,4.623147,5.240554,3.240524,5.602521,4.200324,4.310960,3.567110,3.963601,4.782482,5.000000
4.362615,4.803918,5.678390,3.630705,4.591591,3.857621,5.396914,3.557442,3.640165,4.903228,5.000000
5.858534,4.768091,5.151712,5.675407,6.255653,3.919770,3.325800,3.573201,3.834522,4.857905,5.000000
5.684405,4.857744,5.011260,4.142195,5.155618,6.312969,3.760192,3.566767,3.674410,4.809122,5.000000
3.622797,4.745783,5.452199,3.679530,5.524397,3.276595,4.752341,3.591797,3.699183,4.981811,5.000000
4.672237,4.663995,5.456543,4.371322,4.215249,3.703318,4.057500,3.758928,3.680064,4.791473,5.000000
4.064892,4.845393,5.855436,3.946912,4.117762,5.080386,4.945474,3.617767,3.859438,4.834433,5.000000
4.003557,4.750538,5.547005,4.544638,3.771879,4.798675,5.271745,3.602717,3.874557,4.639803,5.000000
3.883031,4.750455,5.256788,4.304175,3.469123,3.816315,4.227595,3.674392,3.790586,4.840378,5.000000
3.895432,4.853489,5.589124,2.430043,4.892732,5.268475,3.425019,3.671893,3.700698,4.932412,5.000000
4.145065,4.702202,5.121528,4.193147,5.621226,6.248142,4.926592,3.569709,3.995528,5.079171,5.000000
4.195008,4.728081,5.294430,4.455451,1.968892,3.979792,5.540284,3.782044,3.866400,4.773383,5.000000
4.865524,4.634016,5.283114,3.153528,5.680497,5.261481,4.742508,3.707174,3.646871,4.692612,5.000000
5.735045,4.751075,4.850087,6.515616,2.986075,5.015729,3.924119,3.671943,3.717059,4.905344,5.000000
5.221004,4.883456,5.395241,3.117820,3.737590,6.601514,4.897228,3.772822,3.833792,4.791569,5.000000
3.074436,4.736530,4.975833,4.588757,3.128154,5.702022,5.560686,3.558083,3.750291,4.947064,5.000000
4.654748,4.773146,5.507498,4.665093,2.552009,4.810622,5.172296,3.623706,3.819434,4.754876,5.000000
3.740813,4.743796,5.488189,5.649450,3.849821,5.032436,4.498527,3.646349,3.671166,4.661153,5.000000
6.099969,4.904612,5.396592,4.700480,3.153968,3.917445,5.202925,3.615811,3.836078,4.879069,5.000000
4.251192,4.769996,5.712270,5.580921,4.596862,3.519375,4.849856,3.614099,3.584257,4.781827,5.000000
3.502963,4.715892,5.211997,4.182784,3.906626,4.061110,3.911476,3.555091,3.809125,4.839888,5.000000
7.118372,4.905909,4.859927,3.214022,5.322619,4.727565,5.409850,3.643860,3.683739,4.692178,5.000000
4.852071,4.793230,5.322639,3.258384,5.947209,4.989960,5.217092,3.533002,3.708932,4.869237,5.000000
6.216327,4.824434,5.254426,3.299548,4.465242,4.156380,6.220816,3.381538,3.644716,4.612816,5.000000
3.675648,4.743650,5.416187,3.488623,4.223367,3.817163,3.721363,3.421303,3.848999,4.744176,5.000000
4.971890,4.932906,5.299843,4.283521,5.712210,2.553178,6.198862,3.670837,3.800085,4.793272,5.000000
2.948483,4.814506,4.839874,3.774007,5.491081,4.258454,3.693499,3.827101,3.918404,4.826329,5.000000
2.807697,4.862428,5.214111,5.039001,5.348205,4.005074,3.459892,3.670717,3.751595,4.611833,5.000000
5.059575,4.915655,4.868031,4.595348,6.076975,3.623157,4.599348,3.502928,3.775323,4.858352,5.000000
6.525774,4.770877,4.812881,4.369855,5.435216,2.311980,4.675952,3.742490,3.800970,4.692672,5.000000
2.656531,4.736523,4.505182,4.473160,4.451594,4.668958,3.483592,3.568184,3.838410,4.919107,5.000000
5.503669,4.707456,5.015226,4.767544,5.372493,3.373898,2.329627,3.669129,3.905464,4.764791,5.000000
3.946581,4.729974,5.413183,3.788707,4.183157,5.136289,4.712300,3.432448,3.825254,4.823355,5.000000
3.349069,4.770990,5.917412,5.913835,3.140050,5.619193,5.781997,3.420482,3.898844,4.947781,5.000000
4.085231,4.779218,5.272601,4.009773,2.479274,5.562768,5.004596,3.516386,3.820607,4.963511,5.000000
3.192331,4.794310,4.961449,4.065250,4.848444,3.426331,3.613007,3.558660,3.939243,4.845862,5.000000
3.420050,4.769907,4.891110,3.243929,4.529238,5.234599,4.036878,3.627908,3.845955,4.792037,5.000000
4.297871,4.664346,5.338529,4.991543,5.174414,2.525112,3.451084,3.689045,3.839579,4.779198,5.000000
3.286415,4.708214,5.413482,6.116936,5.833261,5.304139,3.560033,3.595354,3.894822,4.780865,5.000000
2.785755,4.561558,5.054169,4.872679,4.311608,5.334373,3.729330,3.623247,3.545141,4.912448,5.000000
4.632698,4.671748,5.986739,6.168762,5.044837,4.387251,1.455216,3.764580,3.947327,4.712132,5.000000
4.536974,4.744905,5.412533,3.646616,4.128284,3.694711,4.179421,3.708674,3.641634,4.831392,5.000000
5.719754,4.872291,5.078447,4.188914,5.506092,1.498251,5.802157,3.597871,3.717601,4.752529,5.000000
3.397479,4.635741,5.480798,3.901373,3.986279,5.517066,3.638294,3.711070,3.751238,4.653963,5.000000
4.283974,4.794858,5.555423,3.593038,4.348844,4.450154,5.199114,3.849507,3.734209,4.799876,5.000000
4.131585,4.822394,5.924542,5.781536,2.137857,5.029674,4.036962,3.847202,3.708775,4.901492,5.000000
1.724091,4.873894,5.408521,4.971530,4.259224,4.889938,3.645387,3.350931,3.800617,4.779057,5.000000
3.485104,4.733703,5.477954,4.099031,2.764820,4.039356,3.283313,3.784722,3.876302,4.700701,5.000000
4.275627,4.370797,3.517027,3.834967,5.219729,4.940898,2.611139,5.345713,5.044529,4.163915,6.000000
4.701701,4.374902,3.569376,4.233015,4.419258,3.615257,4.043438,5.254099,4.796078,4.131938,6.000000
1.969322,4.410980,3.034626,5.922375,3.760306,5.286755,4.374416,5.091768,5.141840,4.538451,6.000000
4.161507,4.384758,3.360488,5.842916,2.850686,2.556215,2.769534,5.206959,5.004941,4.044615,6.000000
4.349434,4.315488,3.149232,2.984226,3.430497,5.165211,5.720361,5.158970,5.068814,4.368002,6.000000
4.412489,4.452063,3.473078,2.804511,3.812754,3.510678,4.626881,5.556545,4.808762,4.451924,6.000000
5.195020,4.364983,3.531841,3.278475,4.053974,4.053466,3.768780,5.155903,5.038623,4.504818,6.000000
2.388991,4.282258,3.916259,3.626585,3.587596,5.253335,4.878465,5.212012,5.115369,4.275949,6.000000
